doc_id,sentence,pattern_type,matched_text,ai_similarity,impact_verbs,affected_entities,magnitudes,timeframes,sentence_length,domain,impact_type,primary_magnitude,sentiment_score
AI_Impact_on_Labor_Markets,"11 Elijah Clark, “Unveiling The Dark Side Of Artificial Intelligence In The Job Market,” Forbes, accessed 
January 5, 2025, https://www.forbes.com/sites/elijahclark/2023/08/18/unveiling -the-dark-side-of-artificial -
intelligence -in-the-job-market/.  
 
Page  | 7 Skill Polarization and Inequality  
The rise of AI in the job market has resulted in demand for new skill sets, leading to job 
polarization.",SKILL_WAGE_IMPACT,Skill,0.414928526,[],"['elijah', 'clark', 'forbes', 'page', 'ai']","['11', '5', '2025', '7']",[],80,skills_wages,neutral,11,0.916630864
AI_Impact_on_Labor_Markets,"11 Elijah Clark, “Unveiling The Dark Side Of Artificial Intelligence In The Job Market,” Forbes, accessed 
January 5, 2025, https://www.forbes.com/sites/elijahclark/2023/08/18/unveiling -the-dark-side-of-artificial -
intelligence -in-the-job-market/.  
 
Page  | 7 Skill Polarization and Inequality  
The rise of AI in the job market has resulted in demand for new skill sets, leading to job 
polarization.",SKILL_WAGE_IMPACT,skill,0.414928526,[],"['elijah', 'clark', 'forbes', 'page', 'ai']","['11', '5', '2025', '7']",[],80,skills_wages,neutral,11,0.916630864
AI_Impact_on_Labor_Markets,"This finding challenges the traditional notion that AI primarily affects 
blue-collar jobs and highlights the potential for significant disruption across various skill levels.  
 
",SKILL_WAGE_IMPACT,skill,0.469130516,[],['ai'],[],[],28,skills_wages,negative,,0.520128965
AI_Impact_on_Labor_Markets,"This disparity underscores the 
potential for AI to have a more severe impact on minority communities, potentially widening racial inequities in the job market. 
 
",ECONOMIC_IMPACT,impact,0.415999442,[],['ai'],[],[],28,economic,negative,,0.807601988
AI_Impact_on_Labor_Markets,"A study by the 
International Labor Organization (ILO) predicts that 7.8% of women's occupations in high-
income countries could be automated, totaling around 21 million jobs.",SKILL_WAGE_IMPACT,income,0.405785918,['automate'],"['the', '\n', 'international', 'labor', 'organization', '(', 'ilo']","['7.8', '21', 'million']",[],34,skills_wages,neutral,7.8,0.808054507
AI_Impact_on_Labor_Markets,"A study by the 
International Labor Organization (ILO) predicts that 7.8% of women's occupations in high-
income countries could be automated, totaling around 21 million jobs.",ECONOMIC_IMPACT,21 million,0.405785918,['automate'],"['the', '\n', 'international', 'labor', 'organization', '(', 'ilo']","['7.8', '21', 'million']",[],34,economic,neutral,7.8,0.808054507
AI_Impact_on_Labor_Markets,"A study by the 
International Labor Organization (ILO) predicts that 7.8% of women's occupations in high-
income countries could be automated, totaling around 21 million jobs.",ECONOMIC_IMPACT,million,0.405785918,['automate'],"['the', '\n', 'international', 'labor', 'organization', '(', 'ilo']","['7.8', '21', 'million']",[],34,economic,neutral,7.8,0.808054507
AI_Impact_on_Labor_Markets,"In comparison, only 2.9% 
of jobs held by men in high-income countries, or about 9 million positions, have the potential to 
be automated.
",SKILL_WAGE_IMPACT,income,0.43134594,['automate'],[],"['2.9', '9', 'million']",[],33,skills_wages,neutral,2.9,0.690260649
AI_Impact_on_Labor_Markets,"In comparison, only 2.9% 
of jobs held by men in high-income countries, or about 9 million positions, have the potential to 
be automated.
",ECONOMIC_IMPACT,9 million,0.43134594,['automate'],[],"['2.9', '9', 'million']",[],33,economic,neutral,2.9,0.690260649
AI_Impact_on_Labor_Markets,"In comparison, only 2.9% 
of jobs held by men in high-income countries, or about 9 million positions, have the potential to 
be automated.
",ECONOMIC_IMPACT,million,0.43134594,['automate'],[],"['2.9', '9', 'million']",[],33,economic,neutral,2.9,0.690260649
AI_Impact_on_Labor_Markets,"Psychological Impact on Workers  
The introduction of AI in the workplace can have profound psychological effects on workers. 
",ECONOMIC_IMPACT,Impact,0.440200567,[],['ai'],[],[],21,economic,neutral,,0.862400711
AI_Impact_on_Labor_Markets,The impact of AI on the labor market is complex and multifaceted.,ECONOMIC_IMPACT,impact,0.544196725,[],['ai'],[],[],13,economic,neutral,,0.779830158
AI_Impact_on_Labor_Markets,"While there are legitimate 
concerns about job displacement, skill polarization, and potential exacerbation of inequalities, AI 
also offers significant opportunities for job creation, increased productivity, and economic 
growth.",SKILL_WAGE_IMPACT,skill,0.51002878,['increase'],[],[],[],37,skills_wages,neutral,,0.563224435
AI_Impact_on_Labor_Markets,"While there are legitimate 
concerns about job displacement, skill polarization, and potential exacerbation of inequalities, AI 
also offers significant opportunities for job creation, increased productivity, and economic 
growth.",PRODUCTIVITY_IMPACT,increased productivity,0.51002878,['increase'],[],[],[],37,productivity,neutral,,0.563224435
AI_Impact_on_Labor_Markets,"While there are legitimate 
concerns about job displacement, skill polarization, and potential exacerbation of inequalities, AI 
also offers significant opportunities for job creation, increased productivity, and economic 
growth.",ECONOMIC_IMPACT,economic,0.51002878,['increase'],[],[],[],37,economic,neutral,,0.563224435
AI_Impact_on_Labor_Markets,"The key to har nessing the benefits of AI while mitigating its negative impacts lies in 
proactive policy measures, investment in education and training, and commitment to ethical AI 
development and implementation.",SKILL_WAGE_IMPACT,training,0.499929458,[],['ai'],[],[],37,skills_wages,neutral,,0.690633655
AI_Impact_on_Labor_Markets,"17 
• Government -led initiatives:  Policymakers should invest in large-scale training 
initiatives that focus on AI-related skills, data analysis, and digital literacy across 
society.18 
• Corporate responsibility:  Companies implementing AI technologies should take an 
active role in building resilient workforces by prioritizing upskilling initiatives.",SKILL_WAGE_IMPACT,training,0.489584357,[],"['•', 'government', 'ai', '•', 'corporate']",['17'],[],60,skills_wages,neutral,17,0.751562595
AI_Impact_on_Labor_Markets,"18 “The Presidio Recommendations on Responsible Generative AI,” World Economic Forum, accessed 
January 26, 2025, https://www.weforum.org/publications/the- presidio- recommendations -on-responsible-
generative- ai/. 
19 “Over 97 Million Jobs Set to Be Created by AI,” Edison & Black, December 21, 2023, 
https://edisonandblack.com/pages/over -97-million -jobs-set-to-be-created -by-ai.html.  
 
",ECONOMIC_IMPACT,Economic,0.463903219,"['create', 'create']","['edison', '&', 'black']","['18', '26', '2025', '19', '97', 'Million', '21', '2023', '-97', 'million']",[],74,economic,neutral,18,0.896479964
AI_Impact_on_Labor_Markets,"18 “The Presidio Recommendations on Responsible Generative AI,” World Economic Forum, accessed 
January 26, 2025, https://www.weforum.org/publications/the- presidio- recommendations -on-responsible-
generative- ai/. 
19 “Over 97 Million Jobs Set to Be Created by AI,” Edison & Black, December 21, 2023, 
https://edisonandblack.com/pages/over -97-million -jobs-set-to-be-created -by-ai.html.  
 
",ECONOMIC_IMPACT,97 Million,0.463903219,"['create', 'create']","['edison', '&', 'black']","['18', '26', '2025', '19', '97', 'Million', '21', '2023', '-97', 'million']",[],74,economic,neutral,18,0.896479964
AI_Impact_on_Labor_Markets,"18 “The Presidio Recommendations on Responsible Generative AI,” World Economic Forum, accessed 
January 26, 2025, https://www.weforum.org/publications/the- presidio- recommendations -on-responsible-
generative- ai/. 
19 “Over 97 Million Jobs Set to Be Created by AI,” Edison & Black, December 21, 2023, 
https://edisonandblack.com/pages/over -97-million -jobs-set-to-be-created -by-ai.html.  
 
",ECONOMIC_IMPACT,Million,0.463903219,"['create', 'create']","['edison', '&', 'black']","['18', '26', '2025', '19', '97', 'Million', '21', '2023', '-97', 'million']",[],74,economic,neutral,18,0.896479964
AI_Impact_on_Labor_Markets,"18 “The Presidio Recommendations on Responsible Generative AI,” World Economic Forum, accessed 
January 26, 2025, https://www.weforum.org/publications/the- presidio- recommendations -on-responsible-
generative- ai/. 
19 “Over 97 Million Jobs Set to Be Created by AI,” Edison & Black, December 21, 2023, 
https://edisonandblack.com/pages/over -97-million -jobs-set-to-be-created -by-ai.html.  
 
",JOB_IMPACT,Created,0.463903219,"['create', 'create']","['edison', '&', 'black']","['18', '26', '2025', '19', '97', 'Million', '21', '2023', '-97', 'million']",[],74,employment,neutral,18,0.896479964
AI_Impact_on_Labor_Markets,"18 “The Presidio Recommendations on Responsible Generative AI,” World Economic Forum, accessed 
January 26, 2025, https://www.weforum.org/publications/the- presidio- recommendations -on-responsible-
generative- ai/. 
19 “Over 97 Million Jobs Set to Be Created by AI,” Edison & Black, December 21, 2023, 
https://edisonandblack.com/pages/over -97-million -jobs-set-to-be-created -by-ai.html.  
 
",ECONOMIC_IMPACT,million,0.463903219,"['create', 'create']","['edison', '&', 'black']","['18', '26', '2025', '19', '97', 'Million', '21', '2023', '-97', 'million']",[],74,economic,neutral,18,0.896479964
AI_Impact_on_Labor_Markets,"18 “The Presidio Recommendations on Responsible Generative AI,” World Economic Forum, accessed 
January 26, 2025, https://www.weforum.org/publications/the- presidio- recommendations -on-responsible-
generative- ai/. 
19 “Over 97 Million Jobs Set to Be Created by AI,” Edison & Black, December 21, 2023, 
https://edisonandblack.com/pages/over -97-million -jobs-set-to-be-created -by-ai.html.  
 
",JOB_IMPACT,created,0.463903219,"['create', 'create']","['edison', '&', 'black']","['18', '26', '2025', '19', '97', 'Million', '21', '2023', '-97', 'million']",[],74,employment,neutral,18,0.896479964
AI_Impact_on_Labor_Markets,"Page  | 9 Fostering AI –Human Collaboration  
Rather than viewing AI as a replacement for human workers, emphasis should be placed on 
developing AI systems that augment human capabilities:  
• Collaborative AI systems:  Encourage the development of AI tools that work alongside 
humans, enhancing productivity and decision-making rather than replacing workers 
entirely.20 
• Human-centered AI design:  ",JOB_IMPACT,replacing,0.502169073,['enhance'],"['ai', 'ai', '•', 'collaborative', 'ai', 'ai', 'productivity']",['9'],[],75,employment,neutral,9,0.785286069
AI_Impact_on_Labor_Markets,"Page  | 9 Fostering AI –Human Collaboration  
Rather than viewing AI as a replacement for human workers, emphasis should be placed on 
developing AI systems that augment human capabilities:  
• Collaborative AI systems:  Encourage the development of AI tools that work alongside 
humans, enhancing productivity and decision-making rather than replacing workers 
entirely.20 
• Human-centered AI design:  ",JOB_IMPACT,replacing workers,0.502169073,['enhance'],"['ai', 'ai', '•', 'collaborative', 'ai', 'ai', 'productivity']",['9'],[],75,employment,neutral,9,0.785286069
AI_Impact_on_Labor_Markets,"21 
Promoting Innovation and Entrepreneurship  
Encouraging innovation and entrepreneurship can help create new job opportunities in the AI 
era: 
• AI startup incubators:  ",JOB_IMPACT,create,0.414720863,['create'],"['ai', 'opportunity']",['21'],[],30,employment,positive,21,0.629847884
AI_Impact_on_Labor_Markets,"• Cross -industry AI applications:  Promote the application of AI in diverse industries, 
creating new business models and job roles that leverage AI capabilities.  
",JOB_IMPACT,creating,0.482508093,['create'],"['•', 'cross', 'ai', 'ai', 'model']",[],[],30,employment,neutral,,0.496350408
AI_Impact_on_Labor_Markets,"But What Jobs Will It Create?,” World Economic Forum, 
September 18, 2023, https://www.weforum.org/stories/2023/09/jobs -ai-will-create/.  
21 “A New Look at the Economics of AI | MIT Sloan,” January 15, 2025, https://mitsloan.mit.edu/ideas -
made -to-matter/a -new-look-economics -ai. 
",JOB_IMPACT,Create,0.407747597,['create'],"['the', 'economics', 'of', 'ai', 'mit', 'sloan', 'job', 'it', 'forum', 'matter']","['18', '2023', '21', '15', '2025']",[],63,employment,neutral,18,0.889943957
AI_Impact_on_Labor_Markets,"But What Jobs Will It Create?,” World Economic Forum, 
September 18, 2023, https://www.weforum.org/stories/2023/09/jobs -ai-will-create/.  
21 “A New Look at the Economics of AI | MIT Sloan,” January 15, 2025, https://mitsloan.mit.edu/ideas -
made -to-matter/a -new-look-economics -ai. 
",ECONOMIC_IMPACT,Economic,0.407747597,['create'],"['the', 'economics', 'of', 'ai', 'mit', 'sloan', 'job', 'it', 'forum', 'matter']","['18', '2023', '21', '15', '2025']",[],63,economic,neutral,18,0.889943957
AI_Impact_on_Labor_Markets,"By implementing these strategies, we can work towards transforming the potential negative 
impacts of AI on the labor market into opportunities for growth, innovation, and improved working conditions.",DEPENDENCY_ANALYSIS,N/A,0.485491872,"['transform', 'improve']","['ai', 'impact', 'condition']",[],[],33,productivity,positive,,0.673901916
URL6,"THE IMPACT OF AI ON JOB ROLES,
WORKFORCE, AND EMPLOYMENT: WHAT YOU NEED TO
KNOW
The Impact of AI on Job
Roles, Workforce, and
Employment: Wh at You
Need  to Know
Artificial Intelligence (AI) is changing the job market, creating new types
of jobs while automating routine tasks.",ECONOMIC_IMPACT,IMPACT,0.503700614,"['create', 'automate']","['type', 'task']",[],[],67,economic,neutral,,0.861294687
URL6,"THE IMPACT OF AI ON JOB ROLES,
WORKFORCE, AND EMPLOYMENT: WHAT YOU NEED TO
KNOW
The Impact of AI on Job
Roles, Workforce, and
Employment: Wh at You
Need  to Know
Artificial Intelligence (AI) is changing the job market, creating new types
of jobs while automating routine tasks.",ECONOMIC_IMPACT,Impact,0.503700614,"['create', 'automate']","['type', 'task']",[],[],67,economic,neutral,,0.861294687
URL6,"THE IMPACT OF AI ON JOB ROLES,
WORKFORCE, AND EMPLOYMENT: WHAT YOU NEED TO
KNOW
The Impact of AI on Job
Roles, Workforce, and
Employment: Wh at You
Need  to Know
Artificial Intelligence (AI) is changing the job market, creating new types
of jobs while automating routine tasks.",JOB_IMPACT,creating,0.503700614,"['create', 'automate']","['type', 'task']",[],[],67,employment,neutral,,0.861294687
URL6,"With 20-50 million new jobs
expected by 2030, AI is creating and enhancing jobs in healthcare,
pharmaceuticals and other industries. 
",ECONOMIC_IMPACT,50 million,0.547210038,"['create', 'enhance']","['ai', 'ai', 'job']","['20', '50', 'million', '2030']",['by 2030'],28,economic,positive,20,0.876431227
URL6,"With 20-50 million new jobs
expected by 2030, AI is creating and enhancing jobs in healthcare,
pharmaceuticals and other industries. 
",ECONOMIC_IMPACT,million,0.547210038,"['create', 'enhance']","['ai', 'ai', 'job']","['20', '50', 'million', '2030']",['by 2030'],28,economic,positive,20,0.876431227
URL6,"With 20-50 million new jobs
expected by 2030, AI is creating and enhancing jobs in healthcare,
pharmaceuticals and other industries. 
",JOB_IMPACT,creating,0.547210038,"['create', 'enhance']","['ai', 'ai', 'job']","['20', '50', 'million', '2030']",['by 2030'],28,employment,positive,20,0.876431227
URL6,"The Impact of AI on Job Roles, Workforce, and Employment: What You Need to Know | Innopharma Education
https://www.innopharmaeducation.com/blog/the-impact-of-ai-on-job-roles-workforce-and-employment-what-you-need-to-know 1/9
Wh ile some industries may experience significant job displacement, the
economy is expected to benefit from increased productivity and output.
",ECONOMIC_IMPACT,Impact,0.466954798,['increase'],"['innopharma', 'education']",['1/9'],[],49,economic,neutral,01-Sep,0.830372334
URL6,"The Impact of AI on Job Roles, Workforce, and Employment: What You Need to Know | Innopharma Education
https://www.innopharmaeducation.com/blog/the-impact-of-ai-on-job-roles-workforce-and-employment-what-you-need-to-know 1/9
Wh ile some industries may experience significant job displacement, the
economy is expected to benefit from increased productivity and output.
",ECONOMIC_IMPACT,economy,0.466954798,['increase'],"['innopharma', 'education']",['1/9'],[],49,economic,neutral,01-Sep,0.830372334
URL6,"The Impact of AI on Job Roles, Workforce, and Employment: What You Need to Know | Innopharma Education
https://www.innopharmaeducation.com/blog/the-impact-of-ai-on-job-roles-workforce-and-employment-what-you-need-to-know 1/9
Wh ile some industries may experience significant job displacement, the
economy is expected to benefit from increased productivity and output.
",PRODUCTIVITY_IMPACT,increased productivity,0.466954798,['increase'],"['innopharma', 'education']",['1/9'],[],49,productivity,neutral,01-Sep,0.830372334
URL6,"As AI continues to evolve, understanding its impac t on employment and
the economy is crucial. 
",ECONOMIC_IMPACT,economy,0.539506555,[],[],[],[],20,economic,neutral,,0.681554377
URL6,"AI is rapidly transforming the workforce, with significant changes
already apparent in the job market and employment landscape.",DEPENDENCY_ANALYSIS,N/A,0.438484311,['transform'],"['ai', 'ai', 'workforce']",[],[],21,general,positive,,0.859287679
URL6,"Impa ct of AI o n Job Roles
The rise of automation and AI is transforming the workplace, impacting
job roles across various industries, including high-tech manufacturing.
",DEPENDENCY_ANALYSIS,N/A,0.485747516,['transform'],"['ai', 'o', 'n', 'job', 'roles', 'ai', 'ai', 'workplace']",[],[],35,general,positive,,0.507381916
URL6,"Thanks to advanced technologies, many manual and repetitive tasks
can now be automated, leading to increased efficiency and
productivity. 
",PRODUCTIVITY_IMPACT,increased efficiency,0.662597895,"['automate', 'increase']",[],[],[],25,productivity,positive,,0.788981497
URL6,"Additionally, AI integration into high-
tech manufacturing processes is creating new job roles like data
analysts, AI programmers, and machine learning specialists. 
",JOB_IMPACT,creating,0.503015459,['create'],"['ai', 'ai', 'integration', 'role']",[],[],29,employment,positive,,0.628388226
URL6,"As AI continues to transform the job market and employment
landscape, individuals need to adap t to stay relevant and competitive in
their careers.",DEPENDENCY_ANALYSIS,N/A,0.490903586,['transform'],['market'],[],[],29,employment,neutral,,0.674520731
URL6,"The Impact of AI on Job Roles, Workforce, and Employment: What You Need to Know | Innopharma Education
https://www.innopharmaeducation.com/blog/the-impact-of-ai-on-job-roles-workforce-and-employment-what-you-need-to-know 2/9
in high demand, such as data analytics, machine learning, and
programming.",ECONOMIC_IMPACT,Impact,0.512238145,[],"['innopharma', 'education']",['2/9'],[],41,economic,neutral,02-Sep,0.872693121
URL6,"Additionally, individuals should stay informed about the latest
developments in AI and its impact on their industries.",ECONOMIC_IMPACT,impact,0.51976335,[],['ai'],[],[],21,economic,neutral,,0.74409616
URL6,"By embracing change
and continually developing their skills and knowledge, individuals can
thrive in a world where AI is transforming the way we work.
",DEPENDENCY_ANALYSIS,N/A,0.554706395,['transform'],"['ai', 'ai', 'way']",[],[],31,education,positive,,0.633036017
URL6,"Impa ct of AI o n the
Workforce
AI’s impact on the workforce is multifaceted.",ECONOMIC_IMPACT,impact,0.507409573,[],['ai'],[],[],19,economic,neutral,,0.732912183
URL6,"It involves the automation
of repetitive and routine tasks, changing skill requirements, and job
displacement.",SKILL_WAGE_IMPACT,skill,0.663167834,[],[],[],[],20,skills_wages,neutral,,0.651223958
URL6,"However, AI is also creating new job opportunities,
especially in data analytics, machine learning, and AI development.
",JOB_IMPACT,creating,0.511821091,['create'],"['ai', 'ai', 'ai', 'opportunity']",[],[],24,employment,positive,,0.889790714
URL6,"The Impact of AI on Job Roles, Workforce, and Employment: What You Need to Know | Innopharma Education
https://www.innopharmaeducation.com/blog/the-impact-of-ai-on-job-roles-workforce-and-employment-what-you-need-to-know 3/9
and the need for reskilling and upskilling.",ECONOMIC_IMPACT,Impact,0.481159985,[],"['innopharma', 'education']",['3/9'],[],33,economic,neutral,03-Sep,0.873059928
URL6,"Nonetheless, AI can also enhance efficiency and
productivity, and its advancements may lead to new job opportunities
for workers with the right skills and knowledge
Impa ct of AI o n Employment
Artificial Intelligence (AI) is changing the job market, creating new types
of jobs and enhancing existing ones.",JOB_IMPACT,creating,0.55071187,"['enhance', 'create', 'enhance']","['ai', 'ai', 'o', 'n', 'employment', '\n', 'artificial', 'intelligence', '(', 'ai', 'ai', 'efficiency', 'type', 'one']",[],[],61,employment,positive,,0.900378823
URL6,"As AI continues to develop and
evolve, it is important to understand how it is impac ting the job market,
the types of new jobs that are emerging, and the potential impact
on unemployment rates and the economy as a whole.
",ECONOMIC_IMPACT,impact,0.511155128,[],"['impac', 'te']",[],[],51,economic,neutral,,0.81262958
URL6,"As AI continues to develop and
evolve, it is important to understand how it is impac ting the job market,
the types of new jobs that are emerging, and the potential impact
on unemployment rates and the economy as a whole.
",ECONOMIC_IMPACT,economy,0.511155128,[],"['impac', 'te']",[],[],51,economic,neutral,,0.81262958
URL6,"Acco rding to a report by McKinsey & Company, AI is expected to create
20-50 million new jobs globally by 2030.",JOB_IMPACT,create,0.40743655,['create'],"['mckinsey', '&', 'company', 'ai', 'job']","['20', '50', 'million', '2030']",['by 2030'],27,employment,neutral,20,0.527728319
URL6,"Acco rding to a report by McKinsey & Company, AI is expected to create
20-50 million new jobs globally by 2030.",ECONOMIC_IMPACT,50 million,0.40743655,['create'],"['mckinsey', '&', 'company', 'ai', 'job']","['20', '50', 'million', '2030']",['by 2030'],27,economic,neutral,20,0.527728319
URL6,"Acco rding to a report by McKinsey & Company, AI is expected to create
20-50 million new jobs globally by 2030.",ECONOMIC_IMPACT,million,0.40743655,['create'],"['mckinsey', '&', 'company', 'ai', 'job']","['20', '50', 'million', '2030']",['by 2030'],27,economic,neutral,20,0.527728319
URL6,"The Impact of AI on Job Roles, Workforce, and Employment: What You Need to Know | Innopharma Education
https://www.innopharmaeducation.com/blog/the-impact-of-ai-on-job-roles-workforce-and-employment-what-you-need-to-know 4/9
AI is creating new job opportunities that require skills such as critical
thinking, creativity, and problem-solving.",ECONOMIC_IMPACT,Impact,0.499516308,['create'],"['innopharma', 'education', 'ai', 'impact', 'ai', 'opportunity']",['4/9'],[],47,economic,neutral,04-Sep,0.68464148
URL6,"The Impact of AI on Job Roles, Workforce, and Employment: What You Need to Know | Innopharma Education
https://www.innopharmaeducation.com/blog/the-impact-of-ai-on-job-roles-workforce-and-employment-what-you-need-to-know 4/9
AI is creating new job opportunities that require skills such as critical
thinking, creativity, and problem-solving.",JOB_IMPACT,creating,0.499516308,['create'],"['innopharma', 'education', 'ai', 'impact', 'ai', 'opportunity']",['4/9'],[],47,employment,neutral,04-Sep,0.68464148
URL6,"Artificial Intelligence is also
enhancing existing jobs by improving accuracy and precision in many
tasks, such as quality control and data analysis.",DEPENDENCY_ANALYSIS,N/A,0.499361604,"['enhance', 'improve']","['artificial', 'intelligence', 'intelligence', 'job', 'accuracy']",[],[],26,general,positive,,0.756873667
URL6,"For example, in
healthcare, AI is being used to assist doctors and nurses with diagnosis
and treatment recommendations, improving patient outcomes and
reducing the workload of healthcare professionals.
",JOB_IMPACT,reducing,0.601859808,"['improve', 'reduce']","['ai', 'outcome', 'workload']",[],[],36,employment,neutral,,0.555425346
URL6,"The impact of AI on unemployment rates and the economy as a whole is
a topic of debate.",ECONOMIC_IMPACT,impact,0.434330344,[],['ai'],[],[],20,economic,neutral,,0.720230937
URL6,"The impact of AI on unemployment rates and the economy as a whole is
a topic of debate.",ECONOMIC_IMPACT,economy,0.434330344,[],['ai'],[],[],20,economic,neutral,,0.720230937
URL6,"Wh ile AI is creating new job oppo rtunities, it is also
leading to job displacement, particularly in industries that rely heavily
on routine and repetitive tasks.
",JOB_IMPACT,creating,0.537870944,['create'],"['ai', 'ai', 'rtunitie']",[],[],35,employment,neutral,,0.508975923
URL6,"Acco rding to a report by the World Economic Forum, by 2025, AI will
have displaced 75 million jobs globally, but will have created 133 million
new jobs.",ECONOMIC_IMPACT,Economic,0.482223958,"['displace', 'create']","['the', 'world', 'economic', 'forum', 'ai', 'rding', 'ai', 'job', 'job']","['2025', '75', 'million', '133', 'million']",['by 2025'],35,economic,neutral,2025,0.801080704
URL6,"Acco rding to a report by the World Economic Forum, by 2025, AI will
have displaced 75 million jobs globally, but will have created 133 million
new jobs.",JOB_IMPACT,displaced,0.482223958,"['displace', 'create']","['the', 'world', 'economic', 'forum', 'ai', 'rding', 'ai', 'job', 'job']","['2025', '75', 'million', '133', 'million']",['by 2025'],35,employment,neutral,2025,0.801080704
URL6,"Acco rding to a report by the World Economic Forum, by 2025, AI will
have displaced 75 million jobs globally, but will have created 133 million
new jobs.",JOB_IMPACT,displaced 75,0.482223958,"['displace', 'create']","['the', 'world', 'economic', 'forum', 'ai', 'rding', 'ai', 'job', 'job']","['2025', '75', 'million', '133', 'million']",['by 2025'],35,employment,neutral,2025,0.801080704
URL6,"Acco rding to a report by the World Economic Forum, by 2025, AI will
have displaced 75 million jobs globally, but will have created 133 million
new jobs.",ECONOMIC_IMPACT,75 million,0.482223958,"['displace', 'create']","['the', 'world', 'economic', 'forum', 'ai', 'rding', 'ai', 'job', 'job']","['2025', '75', 'million', '133', 'million']",['by 2025'],35,economic,neutral,2025,0.801080704
URL6,"Acco rding to a report by the World Economic Forum, by 2025, AI will
have displaced 75 million jobs globally, but will have created 133 million
new jobs.",ECONOMIC_IMPACT,million,0.482223958,"['displace', 'create']","['the', 'world', 'economic', 'forum', 'ai', 'rding', 'ai', 'job', 'job']","['2025', '75', 'million', '133', 'million']",['by 2025'],35,economic,neutral,2025,0.801080704
URL6,"Acco rding to a report by the World Economic Forum, by 2025, AI will
have displaced 75 million jobs globally, but will have created 133 million
new jobs.",JOB_IMPACT,created,0.482223958,"['displace', 'create']","['the', 'world', 'economic', 'forum', 'ai', 'rding', 'ai', 'job', 'job']","['2025', '75', 'million', '133', 'million']",['by 2025'],35,employment,neutral,2025,0.801080704
URL6,"Acco rding to a report by the World Economic Forum, by 2025, AI will
have displaced 75 million jobs globally, but will have created 133 million
new jobs.",JOB_IMPACT,created 133,0.482223958,"['displace', 'create']","['the', 'world', 'economic', 'forum', 'ai', 'rding', 'ai', 'job', 'job']","['2025', '75', 'million', '133', 'million']",['by 2025'],35,employment,neutral,2025,0.801080704
URL6,"Acco rding to a report by the World Economic Forum, by 2025, AI will
have displaced 75 million jobs globally, but will have created 133 million
new jobs.",ECONOMIC_IMPACT,133 million,0.482223958,"['displace', 'create']","['the', 'world', 'economic', 'forum', 'ai', 'rding', 'ai', 'job', 'job']","['2025', '75', 'million', '133', 'million']",['by 2025'],35,economic,neutral,2025,0.801080704
URL6,"Acco rding to a report by the World Economic Forum, by 2025, AI will
have displaced 75 million jobs globally, but will have created 133 million
new jobs.",ECONOMIC_IMPACT,million,0.482223958,"['displace', 'create']","['the', 'world', 'economic', 'forum', 'ai', 'rding', 'ai', 'job', 'job']","['2025', '75', 'million', '133', 'million']",['by 2025'],35,economic,neutral,2025,0.801080704
URL6,"This means that there will be a net gain of 58 million jobsAI Trainers and Teachers: These are individuals who are
responsible for training and teaching AI systems.",ECONOMIC_IMPACT,million,0.432352841,[],['ai'],"['58', 'million']",[],32,economic,positive,58,0.687228501
URL6,"This means that there will be a net gain of 58 million jobsAI Trainers and Teachers: These are individuals who are
responsible for training and teaching AI systems.",SKILL_WAGE_IMPACT,training,0.432352841,[],['ai'],"['58', 'million']",[],32,skills_wages,positive,58,0.687228501
URL6,"Data Analysts and Scientists: With the increase in data generated
by AI systems, there is a growing demand for individuals who can
analyse and interpret this data.",JOB_IMPACT,generated,0.564046025,['increase'],['ai'],[],[],32,employment,neutral,,0.644719362
URL6,"Human-machine teaming managers ensure that AI
systems work effectively with human workers, enhancing
productivity and efficiency.
",DEPENDENCY_ANALYSIS,N/A,0.468779862,['enhance'],"['ai', 'productivity']",[],[],23,general,positive,,0.625713527
URL6,"The Impact of AI on Job Roles, Workforce, and Employment: What You Need to Know | Innopharma Education
https://www.innopharmaeducation.com/blog/the-impact-of-ai-on-job-roles-workforce-and-employment-what-you-need-to-know 5/9
globally, but there will still be significant job displacement in certain
industries.
",ECONOMIC_IMPACT,Impact,0.45593679,[],"['innopharma', 'education']",['5/9'],[],41,economic,neutral,05-Sep,0.862563968
URL6,"In addition to its impact on employment, AI also has the potential to
impact the economy as a whole.",ECONOMIC_IMPACT,impact,0.524493337,[],['ai'],[],[],23,economic,positive,,0.752821505
URL6,"In addition to its impact on employment, AI also has the potential to
impact the economy as a whole.",ECONOMIC_IMPACT,impact,0.524493337,[],['ai'],[],[],23,economic,positive,,0.752821505
URL6,"In addition to its impact on employment, AI also has the potential to
impact the economy as a whole.",ECONOMIC_IMPACT,economy,0.524493337,[],['ai'],[],[],23,economic,positive,,0.752821505
URL6,"AI can lead to increased productivity
and output, which can stimulate economic growth. ",PRODUCTIVITY_IMPACT,increased productivity,0.558641553,['increase'],['ai'],[],[],17,productivity,positive,,0.918643594
URL6,"AI can lead to increased productivity
and output, which can stimulate economic growth. ",ECONOMIC_IMPACT,economic,0.558641553,['increase'],['ai'],[],[],17,economic,positive,,0.918643594
URL6,"While
certain job roles are at risk of being automated, others are evolving to
include the use of AI.
",DEPENDENCY_ANALYSIS,N/A,0.565280735,['automate'],['ai'],[],[],24,general,neutral,,0.84424752
